datetime,count
2011-01-20 00:00:00,10.462811590217205
2011-01-20 01:00:00,5.033130625917086
2011-01-20 02:00:00,2.670385174624122
2011-01-20 03:00:00,1.6995281403962936
2011-01-20 04:00:00,1.8127353566795732
2011-01-20 05:00:00,7.290865669753667
2011-01-20 06:00:00,32.05120080218313
2011-01-20 07:00:00,89.53779235579121
2011-01-20 08:00:00,169.8097380926423
2011-01-20 09:00:00,115.50031805496569
2011-01-20 10:00:00,53.01154723039521
2011-01-20 11:00:00,71.27505458001232
2011-01-20 12:00:00,74.20988154529344
2011-01-20 13:00:00,75.03320174948747
2011-01-20 14:00:00,69.74243577086231
2011-01-20 15:00:00,71.01645623980795
2011-01-20 16:00:00,101.20417235819251
2011-01-20 17:00:00,187.1780564426358
2011-01-20 18:00:00,157.1607609351369
2011-01-20 19:00:00,109.23370804441988
2011-01-20 20:00:00,73.9386161685331
2011-01-20 21:00:00,58.95786121064662
2011-01-20 22:00:00,42.78340167007809
2011-01-20 23:00:00,25.58912106244882
2011-01-21 00:00:00,11.30434648234574
2011-01-21 01:00:00,4.710268907351917
2011-01-21 02:00:00,2.718378216936479
2011-01-21 03:00:00,0.8814363217900141
2011-01-21 04:00:00,1.6090602722207297
2011-01-21 05:00:00,6.6676164701839
2011-01-21 06:00:00,32.22241478337796
2011-01-21 07:00:00,86.86735132720649
2011-01-21 08:00:00,164.50229171974988
2011-01-21 09:00:00,99.02602600405925
2011-01-21 10:00:00,45.70256046415125
2011-01-21 11:00:00,52.53458244167844
2011-01-21 12:00:00,56.714458905123735
2011-01-21 13:00:00,57.53664483136751
2011-01-21 14:00:00,53.0459603950945
2011-01-21 15:00:00,50.77751465323169
2011-01-21 16:00:00,76.15457714600612
2011-01-21 17:00:00,136.2642808025041
2011-01-21 18:00:00,129.28728548602922
2011-01-21 19:00:00,87.7238839783245
2011-01-21 20:00:00,72.5532150231063
2011-01-21 21:00:00,54.13112212641182
2011-01-21 22:00:00,61.58394587698621
2011-01-21 23:00:00,40.7487498154176
2011-01-22 00:00:00,48.01669828772976
2011-01-22 01:00:00,35.050924990671355
2011-01-22 02:00:00,28.32331484546092
2011-01-22 03:00:00,11.20975101445198
2011-01-22 04:00:00,2.476403118182409
2011-01-22 06:00:00,6.0512821604552505
2011-01-22 07:00:00,16.054763511949762
2011-01-22 08:00:00,44.047523503118015
2011-01-22 09:00:00,57.26904223316641
2011-01-22 10:00:00,93.1688707974234
2011-01-22 11:00:00,103.56978557843792
2011-01-22 12:00:00,128.78787348719896
2011-01-22 13:00:00,89.05093729266257
2011-01-22 14:00:00,82.88527157327101
2011-01-22 15:00:00,83.90140247207017
2011-01-22 16:00:00,73.99487584258583
2011-01-22 17:00:00,70.83335427762964
2011-01-22 18:00:00,48.72011169360186
2011-01-22 19:00:00,45.20775996230628
2011-01-22 20:00:00,55.035966942464064
2011-01-22 21:00:00,46.55651579491001
2011-01-22 22:00:00,38.12476452786322
2011-01-22 23:00:00,22.08338166851604
2011-01-23 00:00:00,46.99575647648154
2011-01-23 01:00:00,36.58889963159969
2011-01-23 02:00:00,28.3803605235825
2011-01-23 03:00:00,11.451839052595407
2011-01-23 05:00:00,3.004239760455774
2011-01-23 06:00:00,5.39517405930805
2011-01-23 07:00:00,8.272622742625227
2011-01-23 08:00:00,42.937493766316614
2011-01-23 09:00:00,30.304074796529758
2011-01-23 10:00:00,57.95742757563748
2011-01-23 11:00:00,71.26926003716494
2011-01-23 12:00:00,83.51053437696167
2011-01-23 13:00:00,82.1371456745946
2011-01-23 14:00:00,82.53670196151788
2011-01-23 15:00:00,79.14696166205977
2011-01-23 16:00:00,74.67698816562427
2011-01-23 17:00:00,64.53388149168414
2011-01-23 18:00:00,59.779915348049634
2011-01-23 19:00:00,41.10716253735966
2011-01-23 20:00:00,33.87894853365955
2011-01-23 21:00:00,28.389058257321512
2011-01-23 22:00:00,18.532232841105422
2011-01-23 23:00:00,26.44225631758826
2011-01-24 00:00:00,7.975655353439331
2011-01-24 01:00:00,3.2801717488431223
2011-01-24 03:00:00,1.0145672937330579
2011-01-24 04:00:00,1.054790110039407
2011-01-24 05:00:00,4.635768634894838
2011-01-24 06:00:00,23.173641105293356
2011-01-24 07:00:00,65.71207354269542
2011-01-24 08:00:00,124.75223000768372
