datetime,count
2011-01-20 00:00:00,14.399115396058253
2011-01-20 01:00:00,8.539580805607867
2011-01-20 02:00:00,4.89845895945083
2011-01-20 03:00:00,2.6834907058074005
2011-01-20 04:00:00,1.9895397873814922
2011-01-20 05:00:00,5.571558302849022
2011-01-20 06:00:00,18.778725499250452
2011-01-20 07:00:00,51.71274306706507
2011-01-20 08:00:00,96.41984481900398
2011-01-20 09:00:00,68.66824655176208
2011-01-20 10:00:00,52.647666735401636
2011-01-20 11:00:00,61.031025753776014
2011-01-20 12:00:00,81.66842958876026
2011-01-20 13:00:00,73.7240618620754
2011-01-20 14:00:00,68.82936392067955
2011-01-20 15:00:00,73.4857799892127
2011-01-20 16:00:00,93.73026040048497
2011-01-20 17:00:00,144.37482952045974
2011-01-20 18:00:00,119.29062417826076
2011-01-20 19:00:00,88.9275603019819
2011-01-20 20:00:00,62.762631601690956
2011-01-20 21:00:00,47.76343492080475
2011-01-20 22:00:00,36.15848720650478
2011-01-20 23:00:00,23.980311368351618
2011-01-21 00:00:00,13.340826381070448
2011-01-21 01:00:00,6.983552551519448
2011-01-21 02:00:00,2.472805504722616
2011-01-21 03:00:00,1.3158219448732655
2011-01-21 04:00:00,1.7080307285545
2011-01-21 05:00:00,5.211324831861664
2011-01-21 06:00:00,18.971787496643078
2011-01-21 07:00:00,50.10182175148502
2011-01-21 08:00:00,94.93197169873552
2011-01-21 09:00:00,67.13139403750606
2011-01-21 10:00:00,47.36176524406085
2011-01-21 11:00:00,55.52204290473013
2011-01-21 12:00:00,68.17140775205881
2011-01-21 13:00:00,65.62241017952978
2011-01-21 14:00:00,60.534215091118526
2011-01-21 15:00:00,62.55571992798158
2011-01-21 16:00:00,83.99976899557066
2011-01-21 17:00:00,123.6826427370169
2011-01-21 18:00:00,114.73571603003016
2011-01-21 19:00:00,82.95548298170458
2011-01-21 20:00:00,57.659953534610416
2011-01-21 21:00:00,44.76609544181309
2011-01-21 22:00:00,32.47007682750589
2011-01-21 23:00:00,22.53333682176555
2011-01-22 00:00:00,13.075553512027307
2011-01-22 01:00:00,6.207099931859822
2011-01-22 02:00:00,3.7593890128644167
2011-01-22 03:00:00,2.149381782358467
2011-01-22 04:00:00,1.522308395057318
2011-01-22 06:00:00,16.200742423079895
2011-01-22 07:00:00,45.28188258614365
2011-01-22 08:00:00,83.74457476403697
2011-01-22 09:00:00,64.03427979022398
2011-01-22 10:00:00,45.67794710499867
2011-01-22 11:00:00,53.41688807615494
2011-01-22 12:00:00,66.4828878033801
2011-01-22 13:00:00,74.91624418871547
2011-01-22 14:00:00,66.81816675665588
2011-01-22 15:00:00,75.2861499416097
